1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 Tiempo

0.24809843 0.24809843 0.24809843 0.24809843 0.24809843 0.24809843 0.24809843 0.24567914 0.24036264 0.23900414 0.23900414 0.23900414 0.23900414 0.23900414 0.23701024 114

0.130342 0.12897307 0.1279257 0.1279257 0.12519628 0.12411469 0.12411469 0.12271762 0.12271762 0.12271762 0.12271762 0.12271762 0.12229842 0.12081748 0.12081748 87

0.16358632 0.16358632 0.16358632 0.16169387 0.1608355 0.1608355 0.15813142 0.14842469 0.14842469 0.14842469 0.14842469 0.14842469 0.14842469 0.14842469 0.14842469 88

0.16619796 0.16619796 0.16619796 0.16619796 0.16619796 0.16619796 0.16619796 0.16619796 0.16619796 0.16619796 0.16619796 0.16619796 0.15894693 0.15894693 0.15894693 93

0.14250344 0.14250344 0.14250344 0.14186716 0.14161128 0.14161128 0.14161128 0.13684231 0.13684231 0.13684231 0.13684231 0.13684231 0.13684231 0.13684231 0.13684231 85

0.103079975 0.103079975 0.10272914 0.10272914 0.10272914 0.10231954 0.10223484 0.10117024 0.10117024 0.10117024 0.10117024 0.10117024 0.10117024 0.10117024 0.10117024 97

0.1431424 0.14242393 0.14213258 0.14213258 0.14213258 0.14213258 0.14213258 0.14213258 0.14213258 0.14213258 0.14213258 0.14213258 0.14213258 0.14213258 0.14213258 100

0.13004988 0.13004988 0.13004988 0.13004988 0.13004988 0.13004988 0.13004988 0.13004988 0.13004988 0.13004988 0.13004988 0.13004988 0.12940645 0.12940645 0.12940645 95

0.37312526 0.37312526 0.37312526 0.37312526 0.37312526 0.37312526 0.37312526 0.37312526 0.37312526 0.37312526 0.37312526 0.37312526 0.37312526 0.37312526 0.37312526 152

0.124480665 0.124480665 0.124480665 0.124480665 0.124480665 0.124480665 0.124480665 0.124480665 0.124480665 0.124480665 0.124480665 0.124480665 0.124480665 0.124480665 0.124480665 151

0.20627785 0.20627785 0.20627785 0.20627785 0.20346123 0.19894862 0.1955595 0.19332308 0.19332308 0.1911915 0.1911915 0.17202353 0.17021924 0.17021924 0.17006916 100

0.28829783 0.28829783 0.28829783 0.28829783 0.28829783 0.28829783 0.28829783 0.28829783 0.28829783 0.28829783 0.28829783 0.28829783 0.28829783 0.28829783 0.28829783 163

0.25004882 0.25004882 0.25004882 0.25004882 0.24775386 0.24775386 0.24775386 0.24334079 0.24334079 0.24017334 0.24017334 0.24017334 0.24017334 0.24017334 0.24017334 107

0.20900774 0.20368838 0.20164156 0.20164156 0.197272 0.19479698 0.18717116 0.18680567 0.18680567 0.18680567 0.1860981 0.18598145 0.18598145 0.18598145 0.18598145 98

0.25332564 0.25332564 0.25332564 0.25332564 0.25332564 0.25332564 0.25332564 0.25332564 0.25332564 0.25332564 0.25332564 0.25332564 0.25332564 0.25332564 0.25332564 85

0.051225245 0.051225245 0.051225245 0.051225245 0.051225245 0.051225245 0.051225245 0.051225245 0.051225245 0.051225245 0.05005592 0.05005592 0.049935997 0.049935997 0.049935997 136

0.18859005 0.18761092 0.18761092 0.18395096 0.18395096 0.18395096 0.18395096 0.18395096 0.18395096 0.18395096 0.18395096 0.18395096 0.18395096 0.18294913 0.18138915 93

0.17790318 0.17790318 0.17790318 0.17790318 0.17790318 0.17346811 0.17346811 0.17346811 0.1731388 0.17109424 0.17109424 0.17109424 0.17109424 0.17109424 0.17109424 99

