1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 Tiempo

0.4040889 0.40386754 0.40386754 0.40386754 0.40386754 0.40386754 0.40386754 0.40386754 0.40386754 0.40344948 0.40344948 0.40344948 0.40344948 0.40344948 0.40344948 19

0.38195622 0.38195622 0.38195622 0.38195622 0.38195622 0.38195622 0.38195622 0.38195622 0.38195622 0.38195622 0.38195622 0.38195622 0.38195622 0.38195622 0.38195622 20

0.3707636 0.3707636 0.3707636 0.3707636 0.37013394 0.37013394 0.3697983 0.36962318 0.36950952 0.36950952 0.36950952 0.36950952 0.36939025 0.36910945 0.36910945 19

0.40689492 0.40679783 0.4067815 0.4067815 0.40675157 0.40670204 0.40653622 0.40653622 0.40653622 0.40653622 0.40653622 0.40653622 0.40653622 0.40653622 0.40653622 28

0.36277676 0.36185837 0.36144358 0.36144358 0.36144358 0.36144358 0.36144358 0.36144358 0.36144358 0.36144358 0.36144358 0.36144358 0.36144358 0.3613909 0.3613909 19

0.39131576 0.39032346 0.39032346 0.39020723 0.38995832 0.3896944 0.3896944 0.38928765 0.38928765 0.38928765 0.38928765 0.38928765 0.38928765 0.38928765 0.3882556 20

0.35113972 0.35113972 0.35005385 0.35005385 0.35005385 0.35005385 0.35005385 0.35005385 0.35005385 0.35005385 0.35005385 0.35005385 0.35005385 0.35005385 0.35005385 19

0.36426848 0.36407644 0.36390233 0.36390233 0.36381155 0.36328965 0.36328965 0.36328965 0.36328965 0.36328965 0.36328965 0.36328965 0.36328965 0.36328965 0.36328965 17

0.3680792 0.3680792 0.3680792 0.368046 0.368046 0.36800617 0.36800617 0.36800617 0.36800617 0.36800617 0.36800617 0.36800617 0.36800617 0.36800617 0.36800617 19

0.37321407 0.37321407 0.37321407 0.37321407 0.37321407 0.37321407 0.37321407 0.37321407 0.37321407 0.37321407 0.37321407 0.37321407 0.37321407 0.37321407 0.37321407 19

0.40794653 0.40794653 0.40794653 0.40794653 0.40794653 0.40794653 0.40794653 0.40794653 0.40794653 0.40794653 0.40794653 0.40794653 0.40794653 0.40794653 0.40794653 29

0.3904429 0.3904429 0.3904429 0.3904429 0.3904429 0.3904429 0.3904429 0.3904429 0.3904429 0.3904429 0.3904429 0.3904429 0.3904429 0.3904429 0.3904429 19

0.38219088 0.38219088 0.38219088 0.38219088 0.38219088 0.38219088 0.38219088 0.38219088 0.38219088 0.38219088 0.38219088 0.382102 0.382102 0.38129997 0.38129997 18

0.38153386 0.3813613 0.38105232 0.38105232 0.38105232 0.38105232 0.38087505 0.38087505 0.38087505 0.38087505 0.38087505 0.38087505 0.38087505 0.38087505 0.38087505 19

0.36682272 0.36656886 0.36656886 0.36656886 0.3658402 0.3658402 0.36559957 0.36559957 0.36559957 0.36559957 0.36559957 0.36559957 0.3654924 0.3652355 0.3644244 18

0.4048031 0.40435714 0.40435714 0.40435714 0.40435714 0.40435714 0.40435714 0.40435714 0.40435714 0.40435714 0.40435714 0.40435714 0.40435714 0.40435714 0.40435714 19

0.38883543 0.38883543 0.38883543 0.38842463 0.38842463 0.38842463 0.38839012 0.38798046 0.38784093 0.38784093 0.38784093 0.38784093 0.38784093 0.38784093 0.38784093 19

0.41002947 0.40957707 0.40948892 0.40948892 0.40948892 0.40945345 0.40945345 0.4094159 0.4094159 0.4091468 0.4091468 0.4088199 0.4088199 0.4088199 0.4088199 18

0.4071985 0.4071985 0.4071985 0.4071955 0.4068756 0.4068756 0.4068756 0.4068756 0.40615892 0.40615892 0.40615892 0.40591502 0.4052732 0.4052732 0.4052732 19

0.3967684 0.3967684 0.3967684 0.3967684 0.3967684 0.3967684 0.3967684 0.3967684 0.3967684 0.3967684 0.3967684 0.3967684 0.3967684 0.3967684 0.3967684 18

0.42311198 0.4149831 0.41479832 0.41479832 0.41479832 0.41479832 0.41479832 0.41479832 0.41394085 0.41394085 0.41394085 0.41394085 0.41394085 0.41394085 0.41394085 19

0.35826057 0.35826057 0.35826057 0.35826057 0.35826057 0.35826057 0.35826057 0.35826057 0.35826057 0.35826057 0.35826057 0.3500226 0.3500226 0.3500226 0.3500226 19

0.42877942 0.4137206 0.4137206 0.4135173 0.4135173 0.4135173 0.4135173 0.4135173 0.4135173 0.4135173 0.4135173 0.4135173 0.4135173 0.4135173 0.4135173 17

0.39737475 0.39737475 0.39737475 0.39737475 0.39737475 0.39737475 0.39737475 0.39737475 0.39737475 0.39737475 0.38814515 0.38749164 0.38749164 0.38749164 0.38749164 18

0.37147325 0.37147325 0.37147325 0.37139297 0.37139297 0.35944986 0.35944986 0.35944986 0.35944986 0.35944986 0.35944986 0.3594184 0.3594184 0.3594184 0.3594184 19

0.46340603 0.46340603 0.46340603 0.46340603 0.46340603 0.46340603 0.46340603 0.46340603 0.46340603 0.46340603 0.46340603 0.4632051 0.4632051 0.4632051 0.4632051 28

0.43111497 0.43111497 0.43111497 0.43111497 0.43111497 0.43077803 0.43077803 0.43044102 0.43044102 0.43044102 0.43044102 0.43044102 0.43044102 0.43044102 0.43044102 19

0.39166337 0.39166337 0.39166337 0.39166337 0.39166337 0.39166337 0.39166337 0.39166337 0.39166337 0.39166337 0.39166337 0.39166337 0.39166337 0.39166337 0.39166337 19

0.41969937 0.41969937 0.41032213 0.4098946 0.4098946 0.4098946 0.4098946 0.4098946 0.4098946 0.40985137 0.40976202 0.40976202 0.40976202 0.4095568 0.40921074 28

0.43131232 0.43124998 0.43124998 0.43124956 0.43103367 0.43103367 0.43103367 0.43103367 0.43103367 0.43089432 0.43089432 0.43089432 0.42063546 0.42063546 0.42063546 19

0.41756397 0.41756397 0.41756397 0.41756397 0.41756397 0.41756397 0.41756397 0.41756397 0.41756397 0.41756397 0.41756397 0.41756397 0.41756397 0.41756397 0.41756397 18

0.39954215 0.39526564 0.3949861 0.3949861 0.3949861 0.3949861 0.3949861 0.3949861 0.3949861 0.3949861 0.39435107 0.39435107 0.39435107 0.39435107 0.39435107 29

0.37015796 0.369874 0.369874 0.369874 0.369874 0.369874 0.369874 0.369874 0.369874 0.369874 0.369874 0.369874 0.369874 0.369874 0.369874 19

0.4061343 0.4061343 0.4061343 0.4061343 0.4061343 0.4061343 0.4061343 0.4061343 0.4061343 0.4061343 0.4061343 0.4061343 0.4061343 0.4061343 0.4061343 19

0.4735554 0.47352433 0.47352433 0.47352433 0.46855325 0.46855325 0.46814448 0.46807396 0.46807396 0.46801353 0.46801353 0.46801353 0.46801353 0.46801353 0.46801353 19

0.41989368 0.41989368 0.41989368 0.41989368 0.41989368 0.41989368 0.41989368 0.41989368 0.41989368 0.41989368 0.41989368 0.41989368 0.41989368 0.41989368 0.41989368 19

0.41685134 0.41685134 0.41685134 0.41685134 0.41685134 0.41685134 0.41685134 0.41685134 0.41685134 0.41685134 0.41685134 0.41685134 0.41685134 0.41685134 0.41685134 19

0.42242187 0.42242187 0.42200053 0.41195327 0.41195327 0.41169804 0.41169804 0.41169804 0.41169804 0.41169804 0.41169804 0.41169804 0.41169804 0.41169804 0.41169804 28

0.41551256 0.41551256 0.41551256 0.4151922 0.4151922 0.4151922 0.4151922 0.4151922 0.4151922 0.4151922 0.4151922 0.4151922 0.4151922 0.40707642 0.40702224 19

0.45544916 0.45544916 0.45544916 0.45544916 0.45544916 0.45544916 0.45544916 0.45544916 0.4553995 0.45507425 0.45502943 0.45502943 0.45502943 0.45502943 0.45502943 29

0.28521436 0.28521436 0.28491706 0.28491706 0.28491706 0.28491706 0.28489423 0.28489423 0.28489423 0.28489423 0.28489423 0.28489423 0.28489423 0.28489423 0.28489423 19

0.2689473 0.2689473 0.2689473 0.26818752 0.26818752 0.26818752 0.26818752 0.26818752 0.26818752 0.26818752 0.26818752 0.26818752 0.26818752 0.26818752 0.26818752 19

0.28429967 0.28429967 0.28429967 0.28429967 0.28429967 0.28429967 0.28429967 0.2841093 0.2841093 0.2841093 0.28351212 0.283356 0.283356 0.283356 0.283356 18

0.28809577 0.28809577 0.28809577 0.28809577 0.28796053 0.28788018 0.28774446 0.28774446 0.28774446 0.28774446 0.28774446 0.28774446 0.28774446 0.28774446 0.28774446 18

0.26745802 0.2674411 0.26741964 0.26741964 0.26741964 0.26739043 0.26725817 0.26725817 0.26725817 0.26725817 0.26725817 0.26713377 0.26713377 0.26713377 0.26713377 19

0.3063171 0.3063171 0.3063171 0.3063171 0.30616528 0.30616528 0.30616528 0.30582398 0.30582398 0.30582398 0.30582398 0.30578107 0.3057534 0.3057534 0.3057534 19

0.2992236 0.29883105 0.2978289 0.29719257 0.29719257 0.29719257 0.29719257 0.29719257 0.29700464 0.29700464 0.29700464 0.29700464 0.29700464 0.29700464 0.29700464 18

0.25602657 0.25503927 0.25503927 0.25503927 0.25503927 0.25503927 0.2542541 0.2542541 0.2542541 0.24976677 0.24938554 0.24822468 0.24822468 0.24822468 0.24822468 19

0.2710734 0.27040482 0.27040482 0.27040482 0.27040482 0.27040482 0.27040482 0.27040482 0.27040482 0.27040482 0.27040482 0.27040482 0.27040482 0.27040482 0.27040482 18

0.31141204 0.311042 0.31079394 0.31055492 0.31055492 0.31055492 0.31055492 0.30987835 0.30987835 0.30987835 0.30987835 0.30987835 0.30987835 0.30987835 0.30987835 19

0.28839082 0.28825647 0.28677702 0.28677702 0.28490043 0.2833109 0.2833109 0.2833109 0.2833109 0.2833109 0.2833109 0.2833109 0.2833109 0.2833109 0.2833109 19

0.27457803 0.27455562 0.27445048 0.27427584 0.27422643 0.27422643 0.27422643 0.27422643 0.27422643 0.27422643 0.27422643 0.27422643 0.27336144 0.27324486 0.27308255 19

0.26475114 0.26425463 0.26425463 0.26425463 0.26425463 0.26425463 0.26425463 0.26425463 0.26425463 0.26425463 0.26425463 0.26425463 0.26425463 0.26425463 0.26425463 28

0.27078915 0.27078915 0.27062112 0.27062112 0.27062112 0.27062112 0.27062112 0.27062112 0.27062112 0.27062112 0.27062112 0.27062112 0.27062112 0.27062112 0.27062112 18

0.29650974 0.29650974 0.2956717 0.2956717 0.2946307 0.2946307 0.2946307 0.2939496 0.2939496 0.2939496 0.2939496 0.2939496 0.2939496 0.2939496 0.2939496 19

0.28627747 0.28627747 0.28627747 0.28627747 0.28627747 0.28627747 0.28627747 0.28627747 0.28627747 0.28627747 0.28627747 0.28627747 0.28584164 0.28584164 0.2857936 18

