1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 Tiempo

166.10631 165.91289 164.9804 161.46428 161.46428 161.46428 154.86739 141.89635 141.89635 138.82365 138.82365 133.67561 133.67561 132.45152 132.07587 21

173.98738 173.98738 172.4837 172.4837 171.21278 155.18083 152.49835 149.33363 149.33363 147.87323 144.78748 141.26982 140.80212 140.80212 140.80212 21

162.16231 162.16231 162.16231 158.28825 148.45958 146.65987 143.1745 141.79315 141.48094 141.48094 141.48094 138.60597 138.60597 138.60597 135.28535 19

201.01726 200.66737 186.69214 171.81078 171.81078 163.02745 163.02745 157.20406 155.21185 155.21185 155.21185 154.4806 147.02028 147.02028 145.54695 21

171.13652 165.73145 162.95686 162.95686 161.31749 161.31749 155.07866 150.19115 147.86842 143.15211 143.15211 142.89288 142.89288 142.89288 142.16191 21

179.78484 178.72395 178.72395 178.72395 177.2185 170.33614 161.58806 151.74889 151.74889 151.74889 151.07814 150.10435 148.71736 143.97119 143.49051 21

185.01518 185.01518 167.23071 166.86418 164.21289 158.73624 157.74944 157.74944 154.11446 153.2096 149.86565 149.2826 149.2826 149.2826 147.55681 21

193.18236 186.47282 177.38579 170.20815 170.20815 170.20815 170.20815 169.737 169.737 168.55241 167.4765 166.44794 166.44794 166.44794 163.93716 20

186.54405 186.54405 186.4453 178.38875 177.28993 177.28993 165.00806 161.70247 157.45216 157.19075 151.99983 148.04292 146.45625 145.1072 142.93605 20

182.67326 177.72351 172.1273 172.1273 170.09685 162.23265 161.99661 161.99661 159.75937 158.45367 150.30371 150.30371 150.30371 150.30371 149.25885 23

178.86743 178.86743 177.87187 177.87187 177.87187 177.87187 165.82838 140.26584 134.74051 134.74051 133.50417 132.55928 132.55928 130.85542 129.97989 21

159.9391 159.9391 159.9391 153.83276 153.83276 153.83276 148.01967 145.80579 145.80579 145.69165 144.87859 140.67604 140.67604 138.70929 138.70929 21

191.10356 174.15776 165.51825 165.50163 165.50163 164.82227 164.69652 162.0443 160.55464 151.7134 151.7134 151.7134 151.19704 150.88322 150.61769 20

203.6567 200.2799 195.53728 172.47374 160.17284 159.7363 146.08858 142.02873 140.15303 140.10423 134.14792 133.07321 130.55156 130.55156 130.52628 20

188.10759 188.10759 174.02019 174.02019 174.02019 174.02019 174.02019 162.19551 162.19551 162.19551 162.19551 159.78711 159.78711 159.78711 158.69719 21

193.66484 192.20561 177.96576 177.96576 172.82434 161.61739 152.64845 152.64845 152.64845 152.64845 143.84724 142.24213 142.24213 142.24213 142.24213 20

184.73163 183.03058 168.34235 168.34235 168.34235 166.65356 164.81503 160.67413 160.67413 157.20564 156.05617 156.05617 156.05617 147.19318 147.19318 21

180.07874 178.38812 168.342 168.342 164.19435 164.19435 162.90407 157.46176 152.40973 149.55174 149.55174 147.67308 147.67308 145.22963 140.92232 20

195.57831 172.52272 172.52272 172.52272 172.52272 172.52272 172.52272 172.52272 172.52272 167.61763 164.73334 163.954 163.38031 162.75197 161.84111 20

189.05109 188.54521 182.47542 181.74492 169.24675 168.65218 168.65218 165.95274 164.1595 163.3304 162.567 160.21114 158.91537 158.91537 155.41173 20

146.85625 146.85625 146.0528 126.27572 126.27572 119.12643 117.40979 109.849815 107.02365 107.02365 102.96792 102.96792 102.96792 102.72946 98.0506 19

119.86086 119.86086 111.08599 102.78705 100.51171 100.51171 99.3883 99.3883 99.14323 97.9093 97.9093 93.338585 90.76532 90.76532 89.92812 20

164.55742 163.18498 159.88333 141.86707 141.86707 141.86707 141.18379 141.18379 141.18379 126.175865 114.754295 114.754295 114.01105 113.430786 113.19041 20

137.70508 137.70508 124.181145 121.64065 117.718575 116.33551 116.33551 116.33551 116.33551 116.33551 116.33551 116.23468 114.7269 114.61041 112.30097 19

117.41233 117.41233 117.41233 115.65342 114.782036 114.782036 114.782036 114.41806 114.41806 114.41806 111.360664 110.52585 108.67407 108.27805 106.444855 20

