1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 Tiempo

693.8421 693.8421 693.8421 693.8421 693.8421 693.8421 693.8421 693.8421 693.8421 685.0406 624.2376 607.4761 607.4761 596.05615 588.8519 9

639.2104 639.2104 639.2104 639.2104 639.2104 639.2104 599.2994 505.3723 483.33725 483.33725 452.69003 418.8068 411.36414 372.2418 333.76343 8

407.36905 407.36905 281.87192 281.87192 281.87192 281.87192 263.63913 247.05933 247.05933 247.05933 247.05933 242.28029 203.8407 196.08287 196.08287 10

368.5663 368.5663 368.5663 368.5663 368.5663 368.5663 368.5663 368.5663 368.5663 364.98767 275.56076 247.2127 227.66687 213.51485 210.69495 8

442.45654 435.50986 344.03293 344.03293 344.03293 344.03293 330.0575 310.38843 310.38843 284.92517 282.63846 263.33142 263.33142 262.6475 254.96364 9

592.995 592.995 592.995 592.995 592.995 592.995 592.995 592.995 592.995 592.995 592.995 592.995 592.995 592.995 592.995 9

813.11847 813.11847 813.11847 718.5864 644.6509 610.2767 603.11304 603.11304 551.2164 543.0957 499.38693 442.17776 425.7687 425.7687 375.73267 9

483.88037 483.88037 483.88037 483.88037 483.88037 483.88037 483.88037 477.6011 474.35422 437.2146 321.09274 307.6587 307.6587 307.6587 307.6587 9

926.15186 926.15186 926.15186 926.15186 926.15186 926.15186 926.15186 926.15186 926.15186 926.15186 920.51044 827.74097 822.6145 809.23706 809.23706 10

862.54224 862.54224 862.54224 862.54224 820.9135 737.89716 579.6818 504.08145 478.20786 439.9408 439.9408 419.59824 355.85275 324.90823 310.41022 9

434.7976 433.59286 433.59286 433.59286 433.59286 431.09204 431.09204 431.09204 431.09204 431.09204 431.09204 431.09204 412.15707 412.15707 412.15707 9

632.6811 632.6811 632.6811 632.6811 632.6811 632.6811 632.6811 632.6811 632.6811 632.6811 632.6811 578.6518 541.3899 494.84152 473.31323 9

693.8325 693.8325 693.8325 693.8325 686.78766 686.78766 657.06885 657.06885 657.06885 654.122 651.4138 642.1431 633.3487 633.3487 633.3487 8

