1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 Tiempo

0.32078332 0.31601363 0.31601363 0.31301308 0.30419898 0.30419898 0.30419898 0.30419898 0.30360675 0.29991132 0.29899526 0.29785222 0.29785222 0.29681134 0.29644316 20

0.33088022 0.3033839 0.29002184 0.28681737 0.28681737 0.27871543 0.27871543 0.2765987 0.27572727 0.27572727 0.27569938 0.27402705 0.2731974 0.27203965 0.26456785 21

0.32730788 0.3225835 0.3143224 0.31274086 0.29600972 0.28667474 0.28667474 0.2764287 0.27616757 0.27616757 0.27616757 0.27616757 0.2750585 0.27434248 0.27117246 21

0.35828567 0.35828567 0.35828567 0.33132935 0.32813025 0.32675248 0.31787115 0.31658697 0.315943 0.31583112 0.31450653 0.30588228 0.30571824 0.30350345 0.30279988 20

0.3329597 0.30763417 0.2940933 0.2940933 0.2939644 0.29051644 0.28572494 0.28302735 0.28187084 0.27836823 0.27611494 0.27487737 0.27297854 0.27276754 0.27276754 21

0.33981037 0.33981037 0.320776 0.320776 0.31300384 0.31300384 0.30393857 0.29673672 0.29673672 0.29673672 0.29673672 0.29673672 0.29673672 0.29395342 0.29363257 21

0.3248775 0.2994473 0.29819435 0.29819435 0.29819435 0.29819435 0.28667265 0.28646713 0.2810648 0.27656573 0.2761261 0.273458 0.27055258 0.26951557 0.26868933 30

0.319813 0.3020727 0.3020727 0.2922632 0.2922632 0.275357 0.2718668 0.25923508 0.25923508 0.25758076 0.2566933 0.25191003 0.24897891 0.24897891 0.24838519 21

0.3236 0.30945474 0.3005941 0.3005941 0.29483765 0.29483765 0.29483765 0.29341656 0.2795064 0.27816755 0.2647469 0.2647469 0.2647469 0.26450634 0.26212305 20

0.33080298 0.32388765 0.32388765 0.32385367 0.299078 0.299078 0.299078 0.299078 0.2967953 0.2956459 0.2956459 0.29463148 0.2937309 0.28989142 0.28989142 31

0.30634928 0.29769278 0.29769278 0.29660183 0.29660183 0.28345972 0.28345972 0.28345972 0.28345972 0.28286952 0.2826507 0.2791841 0.27869242 0.27642268 0.27620906 21

0.28777426 0.28777426 0.2869687 0.28150868 0.27487683 0.27116853 0.27042645 0.26131654 0.26131654 0.2597862 0.25886703 0.2573009 0.25541705 0.24738812 0.2436564 20

0.32477695 0.31972057 0.31692928 0.30792165 0.295465 0.29437208 0.29437208 0.29118568 0.28362268 0.28362268 0.2834893 0.28280312 0.28277445 0.28277445 0.28257632 22

